suj,trial_id,is_trial,trial_name,trial_type,response,dur,ojoDI,blink,amp_sacada,pupila,gaze,nf,fixX,fixY,targetSide,tX1,tY1,tX2,tY2,tX3,tY3,fixStart,fixEnd,fixMid,timeline,score
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,67,0,0,10.1253,2.97065,1682,17,733.455,535.909,181,613,1061,1125,869,0,0,1940794.00,1940861.00,1940827.50,1165.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,100,0,0,1.7033,2.96721,1682,17,780.938,589.188,181,613,1061,1125,869,0,0,1940875.00,1940975.00,1940925.00,1246.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,47,0,0,9.86335,3.02689,1682,17,1172,443.625,181,613,1061,1125,869,0,0,1941009.00,1941056.00,1941032.50,1380.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,134,0,0,1.32327,3.02235,1682,17,1204.71,488.381,181,613,1061,1125,869,0,0,1941062.00,1941196.00,1941129.00,1433.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,74,0,0,11.1065,2.92849,1682,17,739.5,562.833,181,613,1061,1125,869,0,0,1941223.00,1941297.00,1941260.00,1594.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,87,0,0,0.407518,2.88788,1682,17,741.5,579.786,181,613,1061,1125,869,0,0,1941330.00,1941417.00,1941373.50,1701.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,148,0,0,1.45813,2.96419,1682,17,801.435,591.609,181,613,1061,1125,869,0,0,1941477.00,1941625.00,1941551.00,1848.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,67,1,0,0,2.96436,1689,19,931.182,419.455,181,613,1061,1125,869,0,0,1939629.00,1939696.00,1939662.50,0.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,127,1,0,0.85252,2.91707,1689,19,938.3,454.45,181,613,1061,1125,869,0,0,1939703.00,1939830.00,1939766.50,74.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,74,1,0,5.9396,2.9625,1689,19,1187.67,467.083,181,613,1061,1125,869,0,0,1939876.00,1939950.00,1939913.00,247.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,60,1,0,1.0088,2.9689,1689,19,1223,443.9,181,613,1061,1125,869,0,0,1939957.00,1940017.00,1939987.00,328.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,114,1,0,1.51776,2.96854,1689,19,1200.39,503.333,181,613,1061,1125,869,0,0,1940024.00,1940138.00,1940081.00,395.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,88,1,0,0.207309,2.97476,1689,19,1208.07,499.286,181,613,1061,1125,869,0,0,1940144.00,1940232.00,1940188.00,515.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,94,1,0,0.191291,2.8705,1689,19,1215.67,496.733,181,613,1061,1125,869,0,0,1940238.00,1940332.00,1940285.00,609.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,53,1,0,0.379851,2.96159,1689,19,1219.67,481.333,181,613,1061,1125,869,0,0,1940339.00,1940392.00,1940365.50,710.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,94,1,0,0.697127,2.97695,1689,19,1190.53,479.333,181,613,1061,1125,869,0,0,1940399.00,1940493.00,1940446.00,770.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,73,1,0,0.868782,3.00307,1689,19,1216.08,505.25,181,613,1061,1125,869,0,0,1940500.00,1940573.00,1940536.50,871.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,161,1,0,3.38904,3.01803,1689,19,1083.4,454.32,181,613,1061,1125,869,0,0,1940600.00,1940761.00,1940680.50,971.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,101,1,0,8.73283,3.07505,1689,19,736.25,578.375,181,613,1061,1125,869,0,0,1940801.00,1940902.00,1940851.50,1172.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,67,1,0,0.24253,3.07879,1689,19,733,588,181,613,1061,1125,869,0,0,1940908.00,1940975.00,1940941.50,1279.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,61,1,0,10.5694,3.06667,1689,19,1170.4,492,181,613,1061,1125,869,0,0,1941015.00,1941076.00,1941045.50,1386.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,74,1,0,0.137107,2.97586,1689,19,1164.67,492.333,181,613,1061,1125,869,0,0,1941082.00,1941156.00,1941119.00,1453.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,80,1,0,10.8873,3.00909,1689,19,717.769,607.923,181,613,1061,1125,869,0,0,1941223.00,1941303.00,1941263.00,1594.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,87,1,0,0.362073,2.94812,1689,19,725.571,620.929,181,613,1061,1125,869,0,0,1941310.00,1941397.00,1941353.50,1681.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,73,1,0,0.704779,2.95671,1689,19,748.833,602.75,181,613,1061,1125,869,0,0,1941404.00,1941477.00,1941440.50,1775.00,28
2019_07_13_16_38_07,13,0,13-different5,N/A,N/A,141,1,0,1.3094,2.92397,1689,19,798.955,580.455,181,613,1061,1125,869,0,0,1941484.00,1941625.00,1941554.50,1855.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,188,0,0,0,3.07095,509,4,996.586,405.655,181,613,677,1125,1061,0,0,1942536.00,1942724.00,1942630.00,0.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,154,0,0,7.36111,3.04205,509,4,712,282.625,181,613,677,1125,1061,0,0,1942770.00,1942924.00,1942847.00,234.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,54,0,0,14.2723,3.16809,509,4,1234.33,598.667,181,613,677,1125,1061,0,0,1942951.00,1943005.00,1942978.00,415.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,113,0,0,1.11675,3.1263,509,4,1222.78,644,181,613,677,1125,1061,0,0,1943012.00,1943125.00,1943068.50,476.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,80,1,0,0,3.14483,464,6,973.308,443.385,181,613,677,1125,1061,0,0,1942556.00,1942636.00,1942596.00,20.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,81,1,0,0.913537,3.06842,464,6,966.692,405.692,181,613,677,1125,1061,0,0,1942643.00,1942724.00,1942683.50,107.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,54,1,0,8.01535,3.05643,464,6,643.889,305.667,181,613,677,1125,1061,0,0,1942750.00,1942804.00,1942777.00,214.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,114,1,0,0.912422,3.0915,464,6,648,343.667,181,613,677,1125,1061,0,0,1942810.00,1942924.00,1942867.00,274.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,81,1,0,13.5078,3.13958,464,6,1157.54,613.385,181,613,677,1125,1061,0,0,1942944.00,1943025.00,1942984.50,408.00,28
2019_07_13_16_38_07,13,1,13-different5,different,D,54,1,0,0.777522,3.12334,464,6,1188.89,604.556,181,613,677,1125,1061,0,0,1943038.00,1943092.00,1943065.00,502.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,61,0,0,0,2.94485,1609,20,941.1,460.8,181,613,1061,1125,869,0,0,1944418.00,1944479.00,1944448.50,20.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,107,0,0,0.69221,2.92287,1609,20,962.294,480.588,181,613,1061,1125,869,0,0,1944485.00,1944592.00,1944538.50,87.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,81,0,0,1.15581,2.86243,1609,20,936.615,439.538,181,613,1061,1125,869,0,0,1944599.00,1944680.00,1944639.50,201.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,60,0,0,5.27071,2.94177,1609,20,1158,442,181,613,1061,1125,869,0,0,1944693.00,1944753.00,1944723.00,295.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,87,0,0,1.2011,2.90409,1609,20,1207.64,433.786,181,613,1061,1125,869,0,0,1944760.00,1944847.00,1944803.50,362.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,101,0,0,1.39647,2.87382,1609,20,1173.88,481.563,181,613,1061,1125,869,0,0,1944853.00,1944954.00,1944903.50,455.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,114,0,0,1.21089,2.84834,1609,20,1185.89,432.278,181,613,1061,1125,869,0,0,1944961.00,1945075.00,1945018.00,563.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,59,0,0,8.69935,2.79345,1609,20,826.8,509.1,181,613,1061,1125,869,0,0,1945102.00,1945161.00,1945131.50,704.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,46,0,0,0.137307,2.7669,1609,20,823.25,513.625,181,613,1061,1125,869,0,0,1945169.00,1945215.00,1945192.00,771.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,101,0,0,0.230616,2.77128,1609,20,825,504.125,181,613,1061,1125,869,0,0,1945222.00,1945323.00,1945272.50,824.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,54,0,0,1.77767,2.81671,1609,20,750.556,501.667,181,613,1061,1125,869,0,0,1945329.00,1945383.00,1945356.00,931.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,88,0,0,0.421629,2.84342,1609,20,760.5,487.071,181,613,1061,1125,869,0,0,1945389.00,1945477.00,1945433.00,991.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,47,0,0,10.7813,2.92377,1609,20,1217.5,486.625,181,613,1061,1125,869,0,0,1945543.00,1945590.00,1945566.50,1145.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,141,0,0,0.129673,2.90463,1609,20,1212.86,489.455,181,613,1061,1125,869,0,0,1945597.00,1945738.00,1945667.50,1199.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,67,0,0,5.75652,2.81259,1609,20,972.909,520.364,181,613,1061,1125,869,0,0,1945785.00,1945852.00,1945818.50,1387.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,47,0,0,1.42735,2.79307,1609,20,913.125,519,181,613,1061,1125,869,0,0,1945892.00,1945939.00,1945915.50,1494.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,81,0,0,0.666132,2.81049,1609,20,899.154,494.846,181,613,1061,1125,869,0,0,1945945.00,1946026.00,1945985.50,1547.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,141,0,0,4.67065,2.89517,1609,20,718.455,570.955,181,613,1061,1125,869,0,0,1946052.00,1946193.00,1946122.50,1654.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,60,0,0,1.45243,2.91072,1609,20,768.2,606,181,613,1061,1125,869,0,0,1946207.00,1946267.00,1946237.00,1809.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,66,0,0,1.46601,2.95158,1609,20,708,618.182,181,613,1061,1125,869,0,0,1946274.00,1946340.00,1946307.00,1876.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,134,1,0,0,2.95996,1718,16,938.667,513.667,181,613,1061,1125,869,0,0,1944425.00,1944559.00,1944492.00,27.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,128,1,0,1.45196,2.99691,1718,16,925.4,454.3,181,613,1061,1125,869,0,0,1944565.00,1944693.00,1944629.00,167.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,161,1,0,5.54201,2.89782,1718,16,1157.36,474.8,181,613,1061,1125,869,0,0,1944699.00,1944860.00,1944779.50,301.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,87,1,0,1.10752,2.83604,1718,16,1132.43,513.929,181,613,1061,1125,869,0,0,1944867.00,1944954.00,1944910.50,469.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,114,1,0,1.2995,2.85874,1718,16,1165.11,470.389,181,613,1061,1125,869,0,0,1944961.00,1945075.00,1945018.00,563.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,74,1,0,8.37364,2.92169,1718,16,814,509.333,181,613,1061,1125,869,0,0,1945108.00,1945182.00,1945145.00,710.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,108,1,0,0.231456,2.9026,1718,16,813.588,499.647,181,613,1061,1125,869,0,0,1945208.00,1945316.00,1945262.00,810.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,174,1,0,2.65165,2.97852,1718,16,707.185,531.778,181,613,1061,1125,869,0,0,1945329.00,1945503.00,1945416.00,931.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,60,1,0,10.9373,2.91911,1718,16,1170.3,507,181,613,1061,1125,869,0,0,1945523.00,1945583.00,1945553.00,1125.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,168,1,0,0.15362,2.89096,1718,16,1168.08,513.038,181,613,1061,1125,869,0,0,1945590.00,1945758.00,1945674.00,1192.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,81,1,0,6.6797,2.94069,1718,16,890,553.923,181,613,1061,1125,869,0,0,1945831.00,1945912.00,1945871.50,1433.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,120,1,0,0.882332,2.89591,1718,16,901.316,518.737,181,613,1061,1125,869,0,0,1945919.00,1946039.00,1945979.00,1521.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,114,1,0,5.53048,2.97166,1718,16,685.389,604.611,181,613,1061,1125,869,0,0,1946052.00,1946166.00,1946109.00,1654.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,54,1,0,0.416437,3.00122,1718,16,672.889,592.444,181,613,1061,1125,869,0,0,1946173.00,1946227.00,1946200.00,1775.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,54,1,0,0.317174,3.01699,1718,16,684.444,599,181,613,1061,1125,869,0,0,1946233.00,1946287.00,1946260.00,1835.00,28
2019_07_13_16_38_07,14,0,14-same9,N/A,N/A,87,1,0,0.298801,2.97426,1718,16,689.214,587.429,181,613,1061,1125,869,0,0,1946301.00,1946388.00,1946344.50,1903.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,201,0,0,0,3.04769,543,4,791.29,510.581,181,613,869,1125,677,0,0,1947305.00,1947506.00,1947405.50,0.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,54,0,0,10.1274,3.01851,543,4,1165.56,301.556,181,613,869,1125,677,0,0,1947573.00,1947627.00,1947600.00,268.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,188,0,0,0.266499,2.98311,543,4,1175.66,306.31,181,613,869,1125,677,0,0,1947633.00,1947821.00,1947727.00,328.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,100,0,0,0.385917,2.9329,543,4,1189,297.188,181,613,869,1125,677,0,0,1947828.00,1947928.00,1947878.00,523.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,87,1,0,0,3.03426,568,6,744,543,181,613,869,1125,677,0,0,1947305.00,1947392.00,1947348.50,0.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,127,1,0,0.354682,3.07046,568,6,741.25,557.6,181,613,869,1125,677,0,0,1947399.00,1947526.00,1947462.50,94.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,66,1,0,10.5797,2.98738,568,6,1140.18,353.182,181,613,869,1125,677,0,0,1947567.00,1947633.00,1947600.00,262.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,168,1,0,0.0271637,2.95621,568,6,1141.31,353.346,181,613,869,1125,677,0,0,1947640.00,1947808.00,1947724.00,335.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,74,1,0,0.265879,2.89822,568,6,1152.33,354.917,181,613,869,1125,677,0,0,1947814.00,1947888.00,1947851.00,509.00,28
2019_07_13_16_38_07,14,1,14-same9,same,S,46,1,0,0.622027,2.9135,568,6,1163.5,331.375,181,613,869,1125,677,0,0,1947895.00,1947941.00,1947918.00,590.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,87,0,0,0,2.86157,1602,20,1018.64,472.857,181,613,1061,1125,1061,0,0,1949194.00,1949281.00,1949237.50,0.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,187,0,0,1.41945,2.89871,1602,20,961.759,455.517,181,613,1061,1125,1061,0,0,1949288.00,1949475.00,1949381.50,94.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,47,0,0,4.27987,2.90943,1602,20,1103.75,565.5,181,613,1061,1125,1061,0,0,1949509.00,1949556.00,1949532.50,315.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,67,0,0,0.284448,2.89967,1602,20,1115.55,563.818,181,613,1061,1125,1061,0,0,1949569.00,1949636.00,1949602.50,375.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,47,0,0,1.16368,2.91515,1602,20,1068.38,576.125,181,613,1061,1125,1061,0,0,1949690.00,1949737.00,1949713.50,496.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,53,0,0,1.9204,2.89169,1602,20,1148.67,570.778,181,613,1061,1125,1061,0,0,1949757.00,1949810.00,1949783.50,563.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,100,0,0,0.681585,2.92518,1602,20,1150.88,542.313,181,613,1061,1125,1061,0,0,1949817.00,1949917.00,1949867.00,623.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,94,0,0,1.42334,2.91717,1602,20,1146.73,601.8,181,613,1061,1125,1061,0,0,1949924.00,1950018.00,1949971.00,730.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,54,0,0,7.87251,2.93748,1602,20,814.889,600.889,181,613,1061,1125,1061,0,0,1950031.00,1950085.00,1950058.00,837.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,47,0,0,0.558876,2.94903,1602,20,792.625,608.125,181,613,1061,1125,1061,0,0,1950092.00,1950139.00,1950115.50,898.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,74,0,0,1.33217,2.95533,1602,20,846.417,623,181,613,1061,1125,1061,0,0,1950145.00,1950219.00,1950182.00,951.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,80,0,0,2.25668,2.94971,1602,20,789.308,547.615,181,613,1061,1125,1061,0,0,1950246.00,1950326.00,1950286.00,1052.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,80,0,0,9.34223,3.0183,1602,20,1183.31,573.077,181,613,1061,1125,1061,0,0,1950387.00,1950467.00,1950427.00,1193.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,68,0,0,1.63355,3.02573,1602,20,1155.55,635.636,181,613,1061,1125,1061,0,0,1950473.00,1950541.00,1950507.00,1279.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,47,0,0,1.0513,3.05116,1602,20,1178,597.75,181,613,1061,1125,1061,0,0,1950560.00,1950607.00,1950583.50,1366.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,54,0,0,0.535688,3.05762,1602,20,1195.33,612,181,613,1061,1125,1061,0,0,1950614.00,1950668.00,1950641.00,1420.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,128,0,0,1.6904,3.07306,1602,20,1132.25,579.8,181,613,1061,1125,1061,0,0,1950674.00,1950802.00,1950738.00,1480.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,60,0,0,2.51325,3.08053,1602,20,1210.7,650.1,181,613,1061,1125,1061,0,0,1950829.00,1950889.00,1950859.00,1635.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,154,0,0,1.55042,3.04279,1602,20,1147.38,635.625,181,613,1061,1125,1061,0,0,1950895.00,1951049.00,1950972.00,1701.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,74,0,0,8.11624,3.07161,1602,20,810.667,574.25,181,613,1061,1125,1061,0,0,1951110.00,1951184.00,1951147.00,1916.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,74,1,0,0,2.97824,1797,16,935,529.833,181,613,1061,1125,1061,0,0,1949194.00,1949268.00,1949231.00,0.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,141,1,0,0.931991,2.94913,1797,16,946.273,492.455,181,613,1061,1125,1061,0,0,1949274.00,1949415.00,1949344.50,80.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,47,1,0,0.527256,2.97428,1797,16,945.75,470.375,181,613,1061,1125,1061,0,0,1949428.00,1949475.00,1949451.50,234.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,74,1,0,3.45378,2.9297,1797,16,1042.5,578.167,181,613,1061,1125,1061,0,0,1949482.00,1949556.00,1949519.00,288.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,208,1,0,0.442821,2.90401,1797,16,1058.44,587.656,181,613,1061,1125,1061,0,0,1949562.00,1949770.00,1949666.00,368.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,167,1,0,1.77592,2.84907,1797,16,1131.42,602.154,181,613,1061,1125,1061,0,0,1949777.00,1949944.00,1949860.50,583.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,54,1,0,0.127536,2.93487,1797,16,1133.11,607.222,181,613,1061,1125,1061,0,0,1949951.00,1950005.00,1949978.00,757.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,281,1,0,8.21384,2.99493,1797,16,786.86,596.116,181,613,1061,1125,1061,0,0,1950045.00,1950326.00,1950185.50,851.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,81,1,0,8.09901,3.00697,1797,16,1127.77,616.538,181,613,1061,1125,1061,0,0,1950366.00,1950447.00,1950406.50,1172.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,74,1,0,0.893108,3.03901,1797,16,1126.17,653.917,181,613,1061,1125,1061,0,0,1950453.00,1950527.00,1950490.00,1259.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,67,1,0,0.87808,3.05949,1797,16,1130.27,617.364,181,613,1061,1125,1061,0,0,1950534.00,1950601.00,1950567.50,1340.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,161,1,0,0.651698,3.00245,1797,16,1124.12,643.96,181,613,1061,1125,1061,0,0,1950607.00,1950768.00,1950687.50,1413.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,47,1,0,0.949939,3.03024,1797,16,1149.88,613.625,181,613,1061,1125,1061,0,0,1950775.00,1950822.00,1950798.50,1581.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,86,1,0,1.18042,3.07182,1797,16,1135,660.786,181,613,1061,1125,1061,0,0,1950829.00,1950915.00,1950872.00,1635.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,148,1,0,0.730858,3.06035,1797,16,1132.65,630.261,181,613,1061,1125,1061,0,0,1950922.00,1951070.00,1950996.00,1728.00,28
2019_07_13_16_38_07,15,0,15-different6,N/A,N/A,87,1,0,8.07344,3.05136,1797,16,795.643,582.143,181,613,1061,1125,1061,0,0,1951097.00,1951184.00,1951140.50,1903.00,28
2019_07_13_16_38_07,15,1,15-different6,different,S,248,0,0,0,3.02676,450,4,1017.03,423.079,181,613,677,1125,869,0,0,1952101.00,1952349.00,1952225.00,0.00,28
2019_07_13_16_38_07,15,1,15-different6,different,S,54,0,0,7.32266,3.04529,450,4,721.667,334.333,181,613,677,1125,869,0,0,1952376.00,1952430.00,1952403.00,275.00,28
2019_07_13_16_38_07,15,1,15-different6,different,S,74,0,0,0.373239,3.02726,450,4,711.167,345.917,181,613,677,1125,869,0,0,1952436.00,1952510.00,1952473.00,335.00,28
2019_07_13_16_38_07,15,1,15-different6,different,S,74,0,0,1.31675,3.01926,450,4,683.833,298,181,613,677,1125,869,0,0,1952516.00,1952590.00,1952553.00,415.00,28
2019_07_13_16_38_07,15,1,15-different6,different,S,248,1,0,0,3.16519,455,3,996.395,444.026,181,613,677,1125,869,0,0,1952101.00,1952349.00,1952225.00,0.00,28
2019_07_13_16_38_07,15,1,15-different6,different,S,73,1,0,7.77721,3.18428,455,3,682.417,349.917,181,613,677,1125,869,0,0,1952376.00,1952449.00,1952412.50,275.00,28
2019_07_13_16_38_07,15,1,15-different6,different,S,134,1,0,0.851069,3.17522,455,3,658.714,323.286,181,613,677,1125,869,0,0,1952456.00,1952590.00,1952523.00,355.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,94,0,0,0,3.2072,1523,15,996.4,504.8,181,613,1061,1125,869,0,0,1953903.00,1953997.00,1953950.00,20.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,115,0,0,0.329987,3.22203,1523,15,983.778,499.167,181,613,1061,1125,869,0,0,1954003.00,1954118.00,1954060.50,120.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,148,0,0,6.0548,3.23487,1523,15,1237.83,482.957,181,613,1061,1125,869,0,0,1954137.00,1954285.00,1954211.00,254.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,148,0,0,0.318856,3.09892,1523,15,1251.13,481.783,181,613,1061,1125,869,0,0,1954291.00,1954439.00,1954365.00,408.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,60,0,0,12.5474,2.89951,1523,15,724.7,572.2,181,613,1061,1125,869,0,0,1954506.00,1954566.00,1954536.00,623.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,67,0,0,2.6483,2.87627,1523,15,667.545,667.364,181,613,1061,1125,869,0,0,1954593.00,1954660.00,1954626.50,710.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,53,0,0,10.2439,2.89277,1523,15,1078.22,527.889,181,613,1061,1125,869,0,0,1954727.00,1954780.00,1954753.50,844.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,81,0,0,0.789225,2.86872,1523,15,1105.46,509.154,181,613,1061,1125,869,0,0,1954787.00,1954868.00,1954827.50,904.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,60,0,0,1.03696,2.9138,1523,15,1062.7,516.8,181,613,1061,1125,869,0,0,1954908.00,1954968.00,1954938.00,1025.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,54,0,0,5.3172,2.84816,1523,15,841,544,181,613,1061,1125,869,0,0,1954988.00,1955042.00,1955015.00,1105.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,73,0,0,0.975543,2.83225,1523,15,868.75,574,181,613,1061,1125,869,0,0,1955049.00,1955122.00,1955085.50,1166.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,174,0,0,8.34412,2.83867,1523,15,1205.19,470.481,181,613,1061,1125,869,0,0,1955176.00,1955350.00,1955263.00,1293.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,194,0,0,11.007,2.75337,1523,15,762.467,618.5,181,613,1061,1125,869,0,0,1955410.00,1955604.00,1955507.00,1527.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,154,0,0,0.510599,2.78267,1523,15,777.875,603.667,181,613,1061,1125,869,0,0,1955611.00,1955765.00,1955688.00,1728.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,48,0,0,0.941112,2.84749,1523,15,778.625,564.25,181,613,1061,1125,869,0,0,1955778.00,1955826.00,1955802.00,1895.00,28
2019_07_13_16_38_07,16,0,16-different7,N/A,N/A,53,1,0,0,3.19192,1658,20,960.667,547.889,181,613,1061,1125,869,0,0,1953883.00,1953936.00,1953909.50,0.00,28
