suj,trial_id,is_trial,trial_name,trial_type,response,dur,ojoDI,blink,amp_sacada,pupila,gaze,nf,fixX,fixY,targetSide,tX1,tY1,tX2,tY2,tX3,tY3,fixStart,fixEnd,fixMid,timeline,score
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,114,0,0,1.71743,2.80511,1661,16,828.556,476,181,613,869,1125,1061,0,0,1885821.00,1885935.00,1885878.00,1722.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,140,0,0,5.58697,2.93137,1661,16,1054.45,539.909,181,613,869,1125,1061,0,0,1885955.00,1886095.00,1886025.00,1856.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,60,1,0,0,2.96092,1674,16,928.8,480.5,181,613,869,1125,1061,0,0,1884106.00,1884166.00,1884136.00,7.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,161,1,0,0.477846,2.92578,1674,16,942.64,494.96,181,613,869,1125,1061,0,0,1884173.00,1884334.00,1884253.50,74.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,54,1,0,5.87828,2.89875,1674,16,695.556,496.667,181,613,869,1125,1061,0,0,1884360.00,1884414.00,1884387.00,261.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,114,1,0,0.796549,2.9025,1674,16,680.611,466.833,181,613,869,1125,1061,0,0,1884421.00,1884535.00,1884478.00,322.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,114,1,0,11.0275,2.7911,1674,16,1135.89,573.889,181,613,869,1125,1061,0,0,1884568.00,1884682.00,1884625.00,469.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,87,1,0,1.62058,2.77783,1674,16,1136.43,641.786,181,613,869,1125,1061,0,0,1884689.00,1884776.00,1884732.50,590.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,127,1,0,1.68327,2.7711,1674,16,1138.85,571.3,181,613,869,1125,1061,0,0,1884789.00,1884916.00,1884852.50,690.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,67,1,0,0.598954,2.71129,1674,16,1163.18,565.182,181,613,869,1125,1061,0,0,1884923.00,1884990.00,1884956.50,824.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,93,1,0,1.67381,2.77891,1674,16,1213.47,614.067,181,613,869,1125,1061,0,0,1884997.00,1885090.00,1885043.50,898.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,47,1,0,12.2636,2.7997,1674,16,701.625,513.25,181,613,869,1125,1061,0,0,1885218.00,1885265.00,1885241.50,1119.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,128,1,0,1.57023,2.83613,1674,16,706.6,447.65,181,613,869,1125,1061,0,0,1885271.00,1885399.00,1885335.00,1172.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,214,1,0,10.8348,2.91979,1674,16,1139.33,601.667,181,613,869,1125,1061,0,0,1885419.00,1885633.00,1885526.00,1320.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,73,1,0,0.776504,2.91839,1674,16,1140.67,569.167,181,613,869,1125,1061,0,0,1885640.00,1885713.00,1885676.50,1541.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,94,1,0,8.59911,2.96476,1674,16,785.2,496,181,613,869,1125,1061,0,0,1885740.00,1885834.00,1885787.00,1641.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,87,1,0,0.94734,3.00989,1674,16,772.214,458.5,181,613,869,1125,1061,0,0,1885841.00,1885928.00,1885884.50,1742.00,28
2019_07_13_16_38_07,01,0,01-same1,N/A,N/A,154,1,0,6.27078,3.10833,1674,16,1009.96,572.625,181,613,869,1125,1061,0,0,1885941.00,1886095.00,1886018.00,1842.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,148,0,0,0,3.03431,356,4,891.174,446.478,181,613,1061,1125,1061,0,0,1887006.00,1887154.00,1887080.00,0.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,61,0,0,1.34544,3.06644,356,4,869,498.3,181,613,1061,1125,1061,0,0,1887160.00,1887221.00,1887190.50,154.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,81,0,0,8.3045,3.18508,356,4,1195.23,625.923,181,613,1061,1125,1061,0,0,1887227.00,1887308.00,1887267.50,221.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,66,0,0,0.745168,3.20246,356,4,1216.55,648.727,181,613,1061,1125,1061,0,0,1887315.00,1887381.00,1887348.00,309.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,134,1,0,0,3.08451,355,4,827.238,443.571,181,613,1061,1125,1061,0,0,1887006.00,1887140.00,1887073.00,0.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,74,1,0,1.3327,3.143,355,4,848.167,495.333,181,613,1061,1125,1061,0,0,1887147.00,1887221.00,1887184.00,141.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,94,1,0,7.46004,3.19023,355,4,1131.53,631.2,181,613,1061,1125,1061,0,0,1887227.00,1887321.00,1887274.00,221.00,28
2019_07_13_16_38_07,01,1,01-same1,same,D,53,1,0,0.968875,3.19099,355,4,1130.67,671.778,181,613,1061,1125,1061,0,0,1887328.00,1887381.00,1887354.50,322.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,201,0,0,0,2.91039,1761,12,981.968,475.129,181,613,677,1125,677,0,0,1888634.00,1888835.00,1888734.50,0.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,74,0,0,6.67295,2.867,1761,12,1181.42,277.5,181,613,677,1125,677,0,0,1888875.00,1888949.00,1888912.00,241.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,215,0,0,0.823678,2.81695,1761,12,1177.3,311.758,181,613,677,1125,677,0,0,1888955.00,1889170.00,1889062.50,321.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,100,0,0,2.61311,2.81362,1761,12,1238.44,220.875,181,613,677,1125,677,0,0,1889177.00,1889277.00,1889227.00,543.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,67,0,0,0.682871,2.81245,1761,12,1225.45,246.364,181,613,677,1125,677,0,0,1889284.00,1889351.00,1889317.50,650.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,113,0,0,0.66682,2.74857,1761,12,1213.39,271.556,181,613,677,1125,677,0,0,1889358.00,1889471.00,1889414.50,724.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,60,0,0,0.290908,2.80849,1761,12,1219.3,260.9,181,613,677,1125,677,0,0,1889478.00,1889538.00,1889508.00,844.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,107,0,0,1.07213,2.85157,1761,12,1196.65,222.118,181,613,677,1125,677,0,0,1889545.00,1889652.00,1889598.50,911.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,141,0,0,0.845407,2.87385,1761,12,1211.68,254.182,181,613,677,1125,677,0,0,1889659.00,1889800.00,1889729.50,1025.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,315,0,0,5.23002,2.92934,1761,12,992.208,244.667,181,613,677,1125,677,0,0,1889819.00,1890134.00,1889976.50,1185.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,174,0,0,4.579,2.96723,1761,12,1184.22,253.333,181,613,677,1125,677,0,0,1890141.00,1890315.00,1890228.00,1507.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,194,0,0,10.2723,2.89577,1761,12,749.833,275.333,181,613,677,1125,677,0,0,1890382.00,1890576.00,1890479.00,1748.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,87,1,0,0,2.93497,1705,17,945.143,516.571,181,613,677,1125,677,0,0,1888634.00,1888721.00,1888677.50,0.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,93,1,0,0.533491,2.93751,1705,17,930.067,533.067,181,613,677,1125,677,0,0,1888728.00,1888821.00,1888774.50,94.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,53,1,0,7.20162,2.86055,1705,17,1150.89,325.222,181,613,677,1125,677,0,0,1888882.00,1888935.00,1888908.50,248.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,161,1,0,0.327782,2.8353,1705,17,1148.6,338.76,181,613,677,1125,677,0,0,1888942.00,1889103.00,1889022.50,308.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,61,1,0,1.51216,2.79871,1705,17,1158.6,276.2,181,613,677,1125,677,0,0,1889109.00,1889170.00,1889139.50,475.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,160,1,0,0.822242,2.79119,1705,17,1169.48,308.88,181,613,677,1125,677,0,0,1889177.00,1889337.00,1889257.00,543.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,140,1,0,0.259355,2.76484,1705,17,1180.32,308.136,181,613,677,1125,677,0,0,1889351.00,1889491.00,1889421.00,717.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,67,1,0,1.20829,2.77655,1705,17,1182,257.545,181,613,677,1125,677,0,0,1889525.00,1889592.00,1889558.50,891.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,140,1,0,0.687644,2.8157,1705,17,1169.14,283.318,181,613,677,1125,677,0,0,1889599.00,1889739.00,1889669.00,965.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,54,1,0,0.16954,2.83067,1705,17,1164,288.222,181,613,677,1125,677,0,0,1889746.00,1889800.00,1889773.00,1112.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,121,1,0,4.09898,2.93293,1705,17,993.053,307.105,181,613,677,1125,677,0,0,1889819.00,1889940.00,1889879.50,1185.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,154,1,0,0.604226,2.96605,1705,17,970.917,294.833,181,613,677,1125,677,0,0,1889947.00,1890101.00,1890024.00,1313.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,54,1,0,4.38676,2.89115,1705,17,1154.89,301.889,181,613,677,1125,677,0,0,1890141.00,1890195.00,1890168.00,1507.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,140,1,0,0.447418,2.89924,1705,17,1172.32,295,181,613,677,1125,677,0,0,1890202.00,1890342.00,1890272.00,1568.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,60,1,0,9.80042,3.01016,1705,17,758.6,268.6,181,613,677,1125,677,0,0,1890376.00,1890436.00,1890406.00,1742.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,94,1,0,0.728519,2.96774,1705,17,738.467,245.667,181,613,677,1125,677,0,0,1890443.00,1890537.00,1890490.00,1809.00,28
2019_07_13_16_38_07,02,0,02-same2,N/A,N/A,66,1,0,1.29085,3.04073,1705,17,749.364,298.636,181,613,677,1125,677,0,0,1890557.00,1890623.00,1890590.00,1923.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,74,0,0,0,3.1125,371,5,764.5,503.167,181,613,677,1125,677,0,0,1891534.00,1891608.00,1891571.00,0.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,88,0,0,1.08154,3.12357,371,5,768.071,458,181,613,677,1125,677,0,0,1891621.00,1891709.00,1891665.00,87.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,61,0,0,10.9418,3.13184,371,5,1182,248.4,181,613,677,1125,677,0,0,1891802.00,1891863.00,1891832.50,268.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,101,0,0,1.12431,3.14518,371,5,1227.94,238,181,613,677,1125,677,0,0,1891869.00,1891970.00,1891919.50,335.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,47,0,0,0.187252,3.10832,371,5,1222,232.875,181,613,677,1125,677,0,0,1891976.00,1892023.00,1891999.50,442.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,74,1,0,0,3.09667,423,5,739.833,510,181,613,677,1125,677,0,0,1891534.00,1891608.00,1891571.00,0.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,94,1,0,0.303399,3.06272,423,5,749.867,502.2,181,613,677,1125,677,0,0,1891615.00,1891709.00,1891662.00,81.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,47,1,0,5.47864,3.09249,423,5,687.5,280.625,181,613,677,1125,677,0,0,1891735.00,1891782.00,1891758.50,201.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,54,1,0,11.922,3.0087,423,5,1194.11,290.667,181,613,677,1125,677,0,0,1891809.00,1891863.00,1891836.00,275.00,28
2019_07_13_16_38_07,02,1,02-same2,same,S,154,1,0,0.527108,3.00121,423,5,1214.29,281.708,181,613,677,1125,677,0,0,1891869.00,1892023.00,1891946.00,335.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,67,0,0,0,3.16674,1627,16,954.818,530,181,613,1061,1125,1061,0,0,1893269.00,1893336.00,1893302.50,0.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,54,0,0,0.926477,3.14689,1627,16,923.889,506.556,181,613,1061,1125,1061,0,0,1893343.00,1893397.00,1893370.00,74.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,115,0,0,0.618795,3.11654,1627,16,915.111,482.167,181,613,1061,1125,1061,0,0,1893416.00,1893531.00,1893473.50,147.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,60,0,0,6.43724,3.12947,1627,16,667.7,592.2,181,613,1061,1125,1061,0,0,1893578.00,1893638.00,1893608.00,309.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,187,0,0,0.91141,3.07743,1627,16,701.034,573.586,181,613,1061,1125,1061,0,0,1893645.00,1893832.00,1893738.50,376.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,47,0,0,7.75781,3.12839,1627,16,1025.88,536.5,181,613,1061,1125,1061,0,0,1893919.00,1893966.00,1893942.50,650.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,60,0,0,1.47978,3.10662,1627,16,1014.8,597.5,181,613,1061,1125,1061,0,0,1893973.00,1894033.00,1894003.00,704.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,93,0,0,0.796508,3.05013,1627,16,985.8,614,181,613,1061,1125,1061,0,0,1894040.00,1894133.00,1894086.50,771.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,101,0,0,4.74223,3.00308,1627,16,788.625,586.438,181,613,1061,1125,1061,0,0,1894207.00,1894308.00,1894257.50,938.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,67,0,0,0.695634,3.02586,1627,16,787.273,615.545,181,613,1061,1125,1061,0,0,1894314.00,1894381.00,1894347.50,1045.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,180,0,0,9.72631,3.03743,1627,16,1198.36,600.393,181,613,1061,1125,1061,0,0,1894415.00,1894595.00,1894505.00,1146.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,181,0,0,12.1921,3.04249,1627,16,680.071,584.179,181,613,1061,1125,1061,0,0,1894642.00,1894823.00,1894732.50,1373.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,134,0,0,0.891299,3.0633,1627,16,717.238,580.619,181,613,1061,1125,1061,0,0,1894830.00,1894964.00,1894897.00,1561.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,107,0,0,1.23424,3.0157,1627,16,737.941,628,181,613,1061,1125,1061,0,0,1894971.00,1895078.00,1895024.50,1702.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,107,0,0,1.00605,2.97992,1627,16,732.294,586.235,181,613,1061,1125,1061,0,0,1895085.00,1895192.00,1895138.50,1816.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,67,0,0,0.701402,2.96787,1627,16,703.273,590.818,181,613,1061,1125,1061,0,0,1895198.00,1895265.00,1895231.50,1929.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,60,1,0,0,3.25004,1674,16,926.4,559.4,181,613,1061,1125,1061,0,0,1893269.00,1893329.00,1893299.00,0.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,121,1,0,0.976178,3.22605,1674,16,923.211,518.632,181,613,1061,1125,1061,0,0,1893336.00,1893457.00,1893396.50,67.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,94,1,0,0.773845,3.20731,1674,16,910.067,489,181,613,1061,1125,1061,0,0,1893463.00,1893557.00,1893510.00,194.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,100,1,0,6.34905,3.20013,1674,16,664.063,592.875,181,613,1061,1125,1061,0,0,1893578.00,1893678.00,1893628.00,309.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,141,1,0,0.819789,3.20735,1674,16,675.955,625.091,181,613,1061,1125,1061,0,0,1893684.00,1893825.00,1893754.50,415.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,114,1,0,6.77222,3.23155,1674,16,959.333,594.778,181,613,1061,1125,1061,0,0,1893879.00,1893993.00,1893936.00,610.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,140,1,0,0.992814,3.16364,1674,16,965.182,635.955,181,613,1061,1125,1061,0,0,1894000.00,1894140.00,1894070.00,731.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,96,1,0,3.60546,3.12877,1674,16,814.133,628.733,181,613,1061,1125,1061,0,0,1894200.00,1894296.00,1894248.00,931.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,80,1,0,1.13206,3.08287,1674,16,818,676,181,613,1061,1125,1061,0,0,1894301.00,1894381.00,1894341.00,1032.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,107,1,0,8.58986,3.09611,1674,16,1178.18,634.824,181,613,1061,1125,1061,0,0,1894415.00,1894522.00,1894468.50,1146.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,73,1,0,0.571246,3.11206,1674,16,1194.42,617.25,181,613,1061,1125,1061,0,0,1894529.00,1894602.00,1894565.50,1260.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,74,1,0,11.8186,3.09842,1674,16,692.25,621.917,181,613,1061,1125,1061,0,0,1894642.00,1894716.00,1894679.00,1373.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,80,1,0,0.202245,3.08132,1674,16,697.231,628.769,181,613,1061,1125,1061,0,0,1894723.00,1894803.00,1894763.00,1454.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,120,1,0,0.33739,3.08376,1674,16,683.105,629.211,181,613,1061,1125,1061,0,0,1894817.00,1894937.00,1894877.00,1548.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,87,1,0,0.1236,3.0758,1674,16,677.929,629.286,181,613,1061,1125,1061,0,0,1894944.00,1895031.00,1894987.50,1675.00,28
2019_07_13_16_38_07,03,0,03-same3,N/A,N/A,187,1,0,0.766043,3.03158,1674,16,708.655,620.034,181,613,1061,1125,1061,0,0,1895038.00,1895225.00,1895131.50,1769.00,28
2019_07_13_16_38_07,03,1,03-same3,same,S,141,0,0,0,2.88796,268,3,781.318,404.136,181,613,1061,1125,677,0,0,1896183.00,1896324.00,1896253.50,0.00,28
2019_07_13_16_38_07,03,1,03-same3,same,S,53,0,0,10.6877,2.99397,268,3,1225.56,315.778,181,613,1061,1125,677,0,0,1896418.00,1896471.00,1896444.50,235.00,28
2019_07_13_16_38_07,03,1,03-same3,same,S,74,0,0,0.605523,2.93011,268,3,1247.92,327.75,181,613,1061,1125,677,0,0,1896478.00,1896552.00,1896515.00,295.00,28
2019_07_13_16_38_07,03,1,03-same3,same,S,168,1,0,0,2.95819,276,2,790.577,410.615,181,613,1061,1125,677,0,0,1896183.00,1896351.00,1896267.00,0.00,28
2019_07_13_16_38_07,03,1,03-same3,same,S,108,1,0,10.1024,2.90757,276,2,1210.24,328.588,181,613,1061,1125,677,0,0,1896397.00,1896505.00,1896451.00,214.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,87,0,0,0,3.10678,1781,14,996.429,520.929,181,613,869,1125,869,0,0,1897804.00,1897891.00,1897847.50,0.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,74,0,0,1.91494,3.05245,1781,14,951.667,454.333,181,613,869,1125,869,0,0,1897898.00,1897972.00,1897935.00,94.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,93,0,0,6.94315,2.97598,1781,14,1240.53,498.733,181,613,869,1125,869,0,0,1898039.00,1898132.00,1898085.50,235.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,114,0,0,1.30725,2.92956,1781,14,1223.72,446.611,181,613,869,1125,869,0,0,1898139.00,1898253.00,1898196.00,335.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,121,0,0,0.743613,2.81809,1781,14,1198.47,428.368,181,613,869,1125,869,0,0,1898259.00,1898380.00,1898319.50,455.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,187,0,0,1.07901,2.76735,1781,14,1234.45,401,181,613,869,1125,869,0,0,1898387.00,1898574.00,1898480.50,583.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,94,0,0,9.39597,2.71401,1781,14,837.4,392.733,181,613,869,1125,869,0,0,1898601.00,1898695.00,1898648.00,797.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,73,0,0,1.67094,2.6205,1781,14,788.583,442.917,181,613,869,1125,869,0,0,1898702.00,1898775.00,1898738.50,898.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,121,0,0,10.4627,2.6739,1781,14,1228.32,387.684,181,613,869,1125,869,0,0,1898822.00,1898943.00,1898882.50,1018.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,127,0,0,0.377432,2.69078,1781,14,1218.1,399.75,181,613,869,1125,869,0,0,1898950.00,1899077.00,1899013.50,1146.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,141,0,0,0.860711,2.68396,1781,14,1228.5,434.273,181,613,869,1125,869,0,0,1899083.00,1899224.00,1899153.50,1279.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,174,0,0,0.855599,2.77327,1781,14,1194.96,421.63,181,613,869,1125,869,0,0,1899231.00,1899405.00,1899318.00,1427.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,87,0,0,1.04644,2.83209,1781,14,1211.36,462.286,181,613,869,1125,869,0,0,1899412.00,1899499.00,1899455.50,1608.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,288,0,0,1.87268,2.88819,1781,14,1235.82,387.727,181,613,869,1125,869,0,0,1899506.00,1899794.00,1899650.00,1702.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,100,1,0,0,3.11675,1775,16,953.875,516.313,181,613,869,1125,869,0,0,1897804.00,1897904.00,1897854.00,0.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,101,1,0,1.18227,3.06943,1775,16,929.188,473.375,181,613,869,1125,869,0,0,1897911.00,1898012.00,1897961.50,107.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,100,1,0,6.54048,3.00444,1775,16,1202.31,506.75,181,613,869,1125,869,0,0,1898032.00,1898132.00,1898082.00,228.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,275,1,0,1.44878,2.86686,1775,16,1218.88,448.357,181,613,869,1125,869,0,0,1898139.00,1898414.00,1898276.50,335.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,108,1,0,0.623895,2.842,1775,16,1192.94,445.176,181,613,869,1125,869,0,0,1898420.00,1898528.00,1898474.00,616.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,54,1,0,9.48883,2.90347,1775,16,793.444,409,181,613,869,1125,869,0,0,1898608.00,1898662.00,1898635.00,804.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,47,1,0,0.312713,2.79492,1775,16,780.375,409.875,181,613,869,1125,869,0,0,1898668.00,1898715.00,1898691.50,864.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,53,1,0,0.445291,2.74371,1775,16,771,426,181,613,869,1125,869,0,0,1898722.00,1898775.00,1898748.50,918.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,181,1,0,10.3926,2.68154,1775,16,1210.93,440,181,613,869,1125,869,0,0,1898802.00,1898983.00,1898892.50,998.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,194,1,0,0.702569,2.67222,1775,16,1197.27,466.067,181,613,869,1125,869,0,0,1898990.00,1899184.00,1899087.00,1186.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,46,1,0,0.70008,2.68313,1775,16,1179,443.125,181,613,869,1125,869,0,0,1899191.00,1899237.00,1899214.00,1387.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,61,1,0,1.62874,2.73728,1775,16,1141.9,500.4,181,613,869,1125,869,0,0,1899244.00,1899305.00,1899274.50,1440.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,107,1,0,0.561381,2.77272,1775,16,1159.41,484.706,181,613,869,1125,869,0,0,1899311.00,1899418.00,1899364.50,1507.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,47,1,0,1.40839,2.76816,1775,16,1153.13,543.375,181,613,869,1125,869,0,0,1899425.00,1899472.00,1899448.50,1621.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,167,1,0,1.66605,2.82442,1775,16,1155.65,473.615,181,613,869,1125,869,0,0,1899479.00,1899646.00,1899562.50,1675.00,28
2019_07_13_16_38_07,04,0,04-different1,N/A,N/A,134,1,0,0.971246,2.89363,1775,16,1170.81,435.857,181,613,869,1125,869,0,0,1899653.00,1899787.00,1899720.00,1849.00,28
2019_07_13_16_38_07,04,1,04-different1,different,D,160,0,0,0,2.88856,401,3,1077.64,431.08,181,613,1061,1125,677,0,0,1900705.00,1900865.00,1900785.00,0.00,28
2019_07_13_16_38_07,04,1,04-different1,different,D,53,0,0,1.00825,2.92709,401,3,1091.11,471.111,181,613,1061,1125,677,0,0,1900872.00,1900925.00,1900898.50,167.00,28
2019_07_13_16_38_07,04,1,04-different1,different,D,188,0,0,8.94774,2.91917,401,3,733.276,592.517,181,613,1061,1125,677,0,0,1900952.00,1901140.00,1901046.00,247.00,28
2019_07_13_16_38_07,04,1,04-different1,different,D,207,1,0,0,2.97506,435,3,1063.09,429.719,181,613,1061,1125,677,0,0,1900705.00,1900912.00,1900808.50,0.00,28
2019_07_13_16_38_07,04,1,04-different1,different,D,134,1,0,9.84118,3.06295,435,3,683.857,601.476,181,613,1061,1125,677,0,0,1900952.00,1901086.00,1901019.00,247.00,28
2019_07_13_16_38_07,04,1,04-different1,different,D,94,1,0,0.498805,3.01618,435,3,696.267,584.667,181,613,1061,1125,677,0,0,1901093.00,1901187.00,1901140.00,388.00,28
2019_07_13_16_38_07,05,0,05-same4,N/A,N/A,208,0,0,0,2.94333,1675,15,978.5,459.781,181,613,677,1125,677,0,0,1902506.00,1902714.00,1902610.00,0.00,28
2019_07_13_16_38_07,05,0,05-same4,N/A,N/A,194,0,0,6.89125,2.95009,1675,15,1196.6,268.567,181,613,677,1125,677,0,0,1902748.00,1902942.00,1902845.00,242.00,28
2019_07_13_16_38_07,05,0,05-same4,N/A,N/A,88,0,0,0.382594,2.86453,1675,15,1212.5,270.571,181,613,677,1125,677,0,0,1902948.00,1903036.00,1902992.00,442.00,28
